gene,rho,p_spin,p_fdr
PSIP1,0.190939093909391,0.38916108389161086,0.9999000099990001
IQCG,0.19089108910891092,0.2445755424457554,0.9999000099990001
SSBP2,0.1908670867086709,0.47265273472652736,0.9999000099990001
FANCG,0.19062706270627067,0.40775922407759224,0.9999000099990001
NAMPT,0.19050705070507057,0.27487251274872515,0.9999000099990001
KAT6A,0.19038703870387041,0.28047195280471954,0.9999000099990001
PANX2,0.19000300030003003,0.45425457454254575,0.9999000099990001
VLDLR,0.18935493549354937,0.2997700229977002,0.9999000099990001
FRAS1,0.1890669066906691,0.21637836216378362,0.9999000099990001
C12orf4,0.18879087908790876,0.35976402359764026,0.9999000099990001
UST,0.1884908490849085,0.41325867413258677,0.9999000099990001
FAM24B,0.18847884788478853,0.3163683631636836,0.9999000099990001
IRF3,0.18772277227722775,0.23327667233276672,0.9999000099990001
TTC8,0.18766276627662767,0.4587541245875412,0.9999000099990001
CTSO,0.18736273627362737,0.3053694630536946,0.9999000099990001
ANAPC4,0.18721872187218724,0.3143685631436856,0.9999000099990001
ZNF84,0.1870507050705071,0.2782721727827217,0.9999000099990001
FAM45BP,0.1867866786678668,0.385961403859614,0.9999000099990001
MAP6D1,0.18672667266726675,0.252974702529747,0.9999000099990001
MCM3,0.18624662466246628,0.3350664933506649,0.9999000099990001
LINC00320,0.18617461746174618,0.26577342265773424,0.9999000099990001
RSBN1,0.18611461146114613,0.17448255174482552,0.9999000099990001
FAM174B,0.18588658865886593,0.4928507149285071,0.9999000099990001
SYS1,0.18561056105610568,0.24087591240875914,0.9999000099990001
GPR146,0.18520252025202522,0.2970702929707029,0.9999000099990001
HNRNPR,0.18508250825082512,0.31056894310568944,0.9999000099990001
DIAPH2,0.18507050705070507,0.3518648135186481,0.9999000099990001
ZFP69,0.1847824782478248,0.46985301469853014,0.9999000099990001
IFI44L,0.18435043504350435,0.29077092290770923,0.9999000099990001
MTF2,0.1842664266426643,0.38776122387761225,0.9999000099990001
PLAG1,0.18417041704170423,0.28277172282771723,0.9999000099990001
KIAA1324L,0.183990399039904,0.1924807519248075,0.9999000099990001
SCAP,0.18396639663966396,0.21927807219278073,0.9999000099990001
